SMILES,Value,CASRN,MW,-log_value
OC1(CCN(CCCC(=O)C2C=CC(F)=CC=2)CC1)C1C=CC(Cl)=CC=1,128.0,52-86-8,375.9,0.467862356065944
C(=NC1C=CC(=CC=1)N=CC1=CC=CO1)C1=CC=CO1,1220.0,19247-68-8,264.3,-0.6642626675430379
CCNC1C(C2CC1CC2)C1C=CC=CC=1,83.0,2240-14-4,215.37,0.41410711567668834
ClC1CC2C3C1C(Cl)=C(Cl)C2(Cl)C(Cl)=C3Cl,10200.0,56534-02-2,338.86,-1.4785798652572124
CCOC(=O)C=[N+]=[N-],400.0,623-73-4,114.12,-0.5446982283429236
FC(F)=C(F)CCSC1N=CC=CN=1,765.0,4871-71-0,220.24,-0.5407652367683438
CCC1(C(C)CCC)C(=O)NC(S)=NC1=O,117.0,71-73-8,242.38,0.31631091939170675
CC(C)=CCC(CCN(C)CC)(C(N)=O)C1=CC=CC2=CC=CC=C21,71.0,50765-88-3,338.54,0.678351641149826
C(OCC1C=CC=CC=1)C1C=CC=CC=1,2500.0,103-50-4,198.28,-1.1006610984389242
O=C(C=CC1=CC=CC=N1)OCCN1CCN(CC1)C1C=CC(Cl)=CC=1,478.0,4415-51-4,371.9,-0.10900171825314632
COC1=C(COCCN(CC)CC)C=C(Br)C=C1Br,500.0,25333-96-4,395.16,-0.10219702757648615
O=NN(CC(F)(F)F)CC(F)(F)F,300.0,625-89-8,210.1,-0.15469520231370984
C[N+]1(CCC(O)(C2=CC=CS2)C2C=CC=CC=2)CCOCC1,2295.0,144-12-7,318.5,-0.8576732532019108
COCCOC(=O)C=CC(=O)OCCOC,3340.0,10232-93-6,232.26,-1.157772045108966
CCCN(CCC)CCC1C=CC=C2NC(=O)CC=12,396.0,91374-20-8,260.42,-0.1820208513592518
CCN(CCN1C(=O)NC(C2C=CC=CC=2)(C2C=CC=CC=2)C1=O)CC,1300.0,34341-24-7,351.49,-0.5680303785885403
C[N+]12CC(CCC1CCCC2)=C(C1=CC=CS1)C1=CC=CS1,1177.0,71731-58-3,330.58,-0.551499887511151
O=C(NC1CCN(CCC2=CNC3C=CC=CC2=3)CC1)C1C=CC=CC=1,1800.0,26844-12-2,347.5,-0.7143176961771733
CC1C(CC2C=C(C=CC=2OC)OC)=CN=C2N=C(N)N=C(N)C=12,1168.0,72732-56-0,325.41,-0.5550119478999168
CC(C)N(C(=O)CSP(=S)(OC)OC)C1C=CC(Cl)=CC=1,472.0,64249-01-0,367.89,-0.10822401565167931
C[N+]1(C)C2CC(CC1C1OC12)OC(=O)C(CO)C1C=CC=CC=1,3400.0,155-41-9,318.43,-1.028464940198043
[O-][N+](=O)C1C=CC=CC=1,349.0,98-95-3,123.12,-0.45249682013575765
CN1CCCC(CC1)N1N=C(CC2C=CC(Cl)=CC=2)C2=CC=CC=C2C1=O,580.0,79307-93-0,381.94,-0.18143284980186286
COC1=CC(=CC=C1N)OC,464.0,4/8/2735,153.2,-0.48125921525829574
CSC(C)(C)C=NO,742.0,1646-75-9,133.24,-0.7457692812598878
CC[N+](CC1C=CC=CC=1)(CC)CC,2219.0,56-37-1,192.36,-1.0620425338302386
O=C1C=CC(=O)N1C1C=CC(Cl)=CC=1,440.0,1631-29-4,207.62,-0.3261834897795674
NC1=CC=C(CCNCC(O)C2C=CC=CC=2)C=C1,200.0,521284-22-0,256.38,0.10785414753685894
CC(=O)OCC=C,142.0,591-87-7,100.13,-0.15172412821768091
CC=O,23854.0,9002-89-5,44.06,-2.7335167221030443
O=C1NC(=O)C(F)=CN1C1CCCO1,930.0,17902-23-7,200.19,-0.6670405689835014
[O-][N+](=O)C1C=C2C=CC=CC2=CC=1,4400.0,581-89-5,173.18,-1.4049549411788287
CCCCCCCCOC(=O)C=CC(=O)OCCCCCCCC,14200.0,2915-53-9,340.56,-1.6200947072139764
CN(C)C1=CC=CC=C1CS(=O)C1NC2=CC=CC=C2N=1,1300.0,100924-68-3,299.43,-0.6376480419986894
CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,280.0,83-26-1,230.28,-0.08490181055912288
CC(=O)C(C)(C)C,610.0,75-97-8,100.18,-0.7845488076572715
CC1C=CC(C(C)C)=C(OC(=O)NC)C=1N(C)C,67.0,18659-45-5,250.38,0.572524832394526
CC(C=C)=CCCC(C)(C)O,1700.0,5986-38-9,154.28,-1.0421392911842697
CCCCN(CCC(O)C1=CC2=C(C=C(Cl)C=C2Cl)C2=CC(=CC=C12)C(F)(F)F)CCCC,3400.0,36167-63-2,500.47,-0.8321008676443947
CCCCCCOC(C)=O,42000.0,142-92-7,144.24,-2.464163576683555
OC(=O)C1=NN(CC2=CC=C(Cl)C=C2Cl)C2C=CC=CC=21,1700.0,50264-69-2,321.17,-0.7237139496624772
CCN1CN(CN(C1)CC)CC,316.0,7779-27-3,171.33,-0.26585366773396973
N#CC#CC#N,441.0,1071-98-3,76.06,-0.7632822683922749
C[N+]1(CC2COC(O2)(C2C=CC=CC=2)C2C=CC=CC=2)CCCCC1,1820.0,21216-78-4,338.51,-0.7304998851834967
COP(=S)(OC1C=CC(=CC=1Cl)C#N)OC,100.0,63981-11-3,277.68,0.4435446006633556
CCOC(=O)C1C=CC=CC=1N,3750.0,87-25-2,165.21,-1.3559949365267738
COC1CC(C=CC2=CCCC=C2)OC(=O)C=1,16000.0,9000-38-8,232.3,-1.8380707728556893
CCOP(=S)(OCC)SCC(=O)N(CC=C)CC=C,48.0,35461-10-0,323.46,0.8285793448366927
CN(C)C(=O)ON=C(C#N)C1C=CC=CC=1,30.8,25900-68-9,217.25,0.8484090686202598
[O-][N+](=O)C1C=C(C(NC2C(Br)=CC(Br)=CC=2Br)=C(C=1)[N+]([O-])=O)C(F)(F)F,4.43,57729-86-9,563.91,2.1048060699193027
O=C=NCC1CCC(CN=C=O)CC1,1600.0,10347-54-3,194.26,-0.91573659825615
COC1C=CC2=C(C=1)NC1C3CC4C(C(OC)C(CC4CN3CCC=12)OC1CCCCO1)C(=O)OC,173.0,751-73-5,498.68,0.45977584767666735
CCCCNCCO,1150.0,111-75-1,117.22,-0.9916961233080117
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,154.0,29457-72-5,500.16,0.5115882355026298
OC1C(COC(=O)C2=CN=CC=C2)(COC(=O)C2=CN=CC=C2)CCCC1(COC(=O)C1C=NC=CC=1)COC(=O)C1C=NC=CC=1,10000.0,27959-26-8,640.7,-1.1933452760081393
CCCCC(COP(=O)(OCC(CCCC)CC)OCC(CCCC)CC)CC,37000.0,78-42-2,434.72,-1.9299921029931795
CC1(C)SC2C(NC(=O)CC3C=CC=CC=3)C(=O)N2C1C(O)=O,8900.0,113-98-4,334.43,-1.4250847777999895
CCN(CCN1C(=O)CN=C(C2=CC=CC=C2F)C2C=C(Cl)C=CC1=2)CC,978.0,36105-20-1,387.92,-0.40159668368013346
[N-]=[N+]=CC(=O)OCC(N)C(O)=O,170.0,115-02-6,173.15,0.007973574507205745
CNC=O,4000.0,123-39-7,59.08,-1.8306195046880505
CNP1(=S)OCC2C=C(C=CC=2O1)[N+]([O-])=O,125.0,130365-37-6,260.23,0.31844734871570113
CN(C1C(Br)=CC(Br)=CC=1Br)C1C(=CC(=CC=1C(F)(F)F)[N+]([O-])=O)[N+]([O-])=O,10.7,63333-35-7,577.94,1.732498975923067
C[N+](C)([O-])C1C=CC(=CC=1)N=NC1C=CC=CC=1,2200.0,2747-31-1,241.32,-0.9598293641778395
CCOC(=O)CCC(=O)CC1(O)C2(Cl)C3(Cl)C4(Cl)C2(Cl)C2(Cl)C(Cl)(C3(Cl)C21Cl)C4(Cl)Cl,240.0,4234-79-1,634.79,0.4224188348793542
CCCCCOC1C=CC(Br)=CC=1COCCN1CCOCC1,1200.0,101893-08-7,386.37,-0.4921778481288611
CCSC(=O)N(CCC)CCC,2550.0,759-94-4,189.36,-1.129251935512929
CCOC1CCCCC1O,804.0,2979-26-2,144.24,-0.7461703350341057
[C-]#[SiH+],2000.0,409-21-2,41.11,-1.6870825188836314
N=C(O)OC(CC1C=CC=CC=1)CCl,490.0,60634-63-1,213.68,-0.36043220501519724
CC1C=C(Cl)C=CC=1OCC(=O)OCCCC,914.0,1713-12-8,256.75,-0.5514357434645156
CC(C)OP(=S)(CCl)SC1=CC=C(Cl)C=C1,26.0,1713-97-9,315.24,1.0836679708628771
O=C=NC1C=CC=CC=1,800.0,103-71-9,119.13,-0.8270688452083983
C=CC(O)C#N,65.0,5809-59-6,83.1,0.10668766714125538
CC1C=CC(=CC=1)C(=O)C1=CC=C(CC(=O)NCC(=O)NC2=CC=CC=C2OC)N1C,1550.0,98124-07-3,419.52,-0.5675790281603013
CC1=CC(=CC(=O)N1C)OP(=O)(OC)OC,2.91,22787-53-7,247.21,1.9291730456225322
NC1C=C(N)C(=CC=1)N=NC1C=CC=CC=1,6670.0,532-82-1,212.28,-1.497216754959201
CN1CCCC1C1=CN=CC=C1,70.0,54-11-5,162.26,0.36511343162757715
NC1N=CN=C2C=1C=CN2C1OC(CO)C(O)C1O,16.0,69-33-0,266.29,1.2212348750095903
OC1C(OC(CO)C(O)C1O)N1CCN(CC1)C1OC(CO)C(O)C(O)C1O,30000.0,73771-25-2,410.48,-1.8638292530723342
CCCCCCCCCC=CCC1CC(=O)OC1=O,2000.0,19780-11-1,266.42,-0.8754631716987227
CC1=CC=C(C)N1,59.0,625-84-3,95.16,0.20760242172308443
CN1CCN(CCCN2C3C=CC=CC=3SC3C=CC(=CC2=3)C(F)(F)F)CC1,543.0,440-17-5,407.55,-0.12461893211527494
BrC(Br)Br,933.0,75-25-2,252.72,-0.5672420308494074
C[N+](C)(C)CCOC(N)=O,40.0,51-83-2,147.23,0.5659363207589178
CCCCC=O,6490.0,110-62-3,86.15,-1.8769894150163218
CNC(=O)ON=C(SC)C(=O)N(C)C,2.5,23135-22-0,219.3,1.9430986230054852
CC(C)(C)C1CCC(CC1)NCCC(C1C=CC=CC=1)C1C=CC=CC=1,2550.0,61925-70-0,349.61,-0.8629563340382169
CCCC(=O)OC(=C(Cl)Cl)P(=O)(OC)OC,1095.0,73321-74-1,291.08,-0.575401752926723
CCC1(C)C(=O)N(CC2CO2)C(=O)N1CC1CO1,250.0,15336-82-0,254.32,0.007440506234678846
N#CC(C1C=CC=CC=1)C1C=CC=CC=1,3500.0,86-29-3,193.26,-1.2579260691469407
CN(C)C1(CCN(CC1)C1CCCCC1O)C(=O)NC1C(C)=CC=CC=1C,4.83,88296-62-2,373.6,1.8884597368065437
CC1N=C(N=C(NC(=O)NS(=O)(=O)C2C=CC=CC=2CCC(F)(F)F)N=1)OC,986.0,94125-34-5,419.43,-0.3712174245093155
OC1C(O)C(OC(CO)C1O)OC1C(CO)OC(O)(CO)C1O,18160.0,4618-18-2,342.34,-1.7246581978536397
NC1N=C(C=C(N)[N+]=1[O-])N1CCCCC1,1321.0,38304-91-5,209.29,-0.8001543396273535
O=C(C=CC1C=CC=CC=1)OCC1C=CC=CC=1,5380.0,103-41-3,238.3,-1.353658233319933
NCCNCCO,3000.0,111-41-1,104.18,-1.459336901622984
CC1=NC(=O)C(=CC1C1C=CN=CC=1)C#N,91.0,78415-72-2,211.24,0.36573476649536363
CC(C)(CC1C=CC=CC=1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1C=CC=CC=1,675.0,13930-31-9,467.72,-0.1593178318215407
C=CCSC(=S)SC(Cl)(Cl)Cl,2180.0,64057-58-5,267.66,-0.9108730199793444
CCC(O)CC,1870.0,584-02-1,88.17,-1.326520765744224
COCCOC(=O)C1C=CC=CC=1C(=O)OCCOC,4400.0,117-82-8,282.32,-1.1927110311342746
CCC(CC1C(I)=CC(I)=C(O)C=1I)C(O)=O,2000.0,96-84-4,571.92,-0.5436947116059191
O=C1CCCN1,6500.0,616-45-5,85.12,-1.8828817416918826
OCCOCCCl,6300.0,628-89-7,124.58,-1.7038922229154596
O=C1C=CC(=O)N1C(=O)NCNC(=O)N1C(=O)C=CC1=O,1420.0,6970-97-4,292.23,-0.6865635463177301
CC1=CC(=C(N1)C1C=CC(=CC=1)OC)C1C=CC(=CC=1)OC,1800.0,30011-11-1,293.39,-0.7878271979778805
CCC1C=CC=C(CC)C=1N(CC(=O)OCC)C(=O)CCl,2300.0,38727-55-8,311.84,-0.8677960142440467
OC=O,1100.0,64-18-6,46.03,-1.3783517102642509
COCCOC(=O)CCCCCCCCC(=O)OCCOC,4970.0,71850-03-8,318.46,-1.1933014979653132
O=C1NC2C(=CC(Cl)=C(Cl)C=2Cl)O1,1000.0,50995-94-3,238.45,-0.6226026732301141
CCOC(=O)CC(=O)CCl,200.0,638-07-3,164.6,-0.08460016478773019
CC(C)(C#N)NC1N=C(NC2CC2)N=C(Cl)N=1,290.0,32889-48-8,252.74,-0.05972401674466174
OC(=O)COC1=NN(CC2C=CC=CC=2)C2C=CC=CC=21,1200.0,20187-55-7,282.32,-0.628439600695712
COC(=O)C(C)OC1C=CC(=CC=1)OC1=NC=C(C=C1Cl)C(F)(F)F,393.0,69806-40-2,375.75,-0.019493561116480974
O/C(=N\C1CCSC1=O)/C1C=CC=NC=1,4500.0,55316-22-8,222.29,-1.3062925879297227
CCC(C)C(C)CCOC(C)=O,5000.0,108419-32-5,172.3,-1.4626847268879903
CC(C)CC1NC(=O)C(CCN)NC(=O)C(CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(NC1=O)C(C)O)C(C)O)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)CCCCC(C)CC)C(C)O,910.0,6683-17-6,1157.63,0.10452838068418122
OC(COC1C=CC=CC=1)COC1C=CC=CC=1,1450.0,622-04-8,244.31,-0.7734267585282759
CC(C(O)=O)C1=CC2OCC3=CC(Cl)=CC=C3C(=O)C=2C=C1,12.0,55689-71-9,316.75,1.421535377507854
O=C(OC1C=CC=CC=1)OC1C=CC=CC=1,1500.0,102-09-0,214.23,-0.8452109712612501
COC1=CC(=CC(OC)=C1OC)C(=O)OC1CCC(CC1)N1CCCCC1,650.0,1532-12-3,377.53,-0.23596188858021147
CN(CC#C)CC1C=CC=CC=1,250.0,306-07-0,159.25,-0.19586056766464957
COC(=O)CNCP(O)(=O)OC1C=CC=CC=1,4100.0,65463-19-6,259.22,-1.1991153504372618
NN1C=NN=C1,4800.0,38104-47-1,84.1,-1.756445241577675
ClC=CCl,1235.0,156-60-5,96.94,-1.105163942208944
CC(=O)OCCC1CC2CC(C=1)C2(C)C,3000.0,128-51-8,208.33,-1.1583694408625504
CC1=CC=CC=C1OCCN1CCN(CC1)C(C(O)CC)C1C=CC=CC=1,700.0,65516-17-8,368.57,-0.2785780573804911
CCCCS(=O)(=O)NC1CCCCC1,2816.0,64910-63-0,219.39,-1.1084158223261646
COC1C=CC(=CC=1)C1=C(CC(O)=O)ON=C1C1C=CC(=CC=1)OC,887.0,78967-07-4,339.37,-0.41725017139134424
OC1C=C(C=CC=1O)C(=O)C1C=CC=C(O)C=1O,2000.0,37728-15-7,246.23,-0.9096890305750777
OC(=O)C(C1C=CC(Cl)=CC=1)C1C=CC(Cl)=CC=1,740.0,83-05-6,281.14,-0.42030907923414507
CCP(=O)(OCC)SC1C=CC(Cl)=CC=1,5.8,62421-46-9,264.73,1.6593751660844474
CCCCC(COC(=O)COC1C=C(Cl)C(Cl)=CC=1Cl)CC,500.0,1928-47-8,367.72,-0.1334527528913488
CC(C)=CC1C(C(=O)OC(C#C)C(C)=CCC)C1(C)C,1680.0,54406-48-3,274.44,-0.7868618710714895
CCC(C)=CCCC(C)=CC#N,2600.0,61792-11-8,163.29,-1.2020137589340818
C=CS(=O)(=O)COCS(=O)(=O)C=C,50.0,26750-50-5,226.3,0.6557145496187098
CCN(CCOC(=O)CC(O)(C1C=CC=CC=1)C1C=CC=CC=1)CC,2310.0,53421-38-8,341.49,-0.8302339893223428
COC1=CC=C(C=C1CC(C)N)OC,171.0,2801-68-5,195.29,0.057683895025709093
CNC(=O)N(C)N=O,280.0,13256-32-1,117.13,-0.3784898880563195
S=P(N1CC1)(N1CC1)N1CC1,23.0,52-24-4,189.25,0.9153080521545175
ClC1C=NC=C(N=1)N1CCNCC1,79.6,61655-58-1,198.68,0.3972410835855167
COCCOC=C,3900.0,1663-35-0,102.15,-1.5818262360580329
CC1C=CC(=CC=1)B1OCC2(COB(OC2)C2C=CC(C)=CC=2)CO1,1130.0,7091-41-0,336.03,-0.5267003915315301
CCCCC(COC(CBr)C1C=CC=CC=1)CC,250.0,21270-00-8,313.31,0.09803424792531015
BrCC(Br)C1CC(Br)C(Br)CC1,3220.0,3322-93-8,427.8,-0.8766150914603217
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,85.0,1420-40-2,258.56,0.48314241338019936
CC(C)OC(=O)Cl,468.3,108-23-6,122.56,-0.5821754054935512
OCCOCC1C=CC=CC=1,1190.0,622-08-2,152.21,-0.8931037754352896
OC1C(CC2C(Cl)=C(Cl)C=C(Cl)C=2O)=C(Cl)C(Cl)=CC=1Cl,186.0,70-30-4,406.89,0.3399640722557028
COC1=C(Cl)C(Cl)=C(C(Cl)=C1Cl)[N+]([O-])=O,260.0,2438-88-2,290.91,0.048785302358998396
O=C1C(C2C=CC=CC=2)C(=O)C2C(Br)=CC=CC1=2,745.0,1470-37-7,301.14,-0.39338782668259226
CC(C)=CCCC(C)CC(O)=O,2610.0,502-47-6,170.28,-1.185476865833182
CC(C)COP(=O)(OCC#C)C1C=CC=CC=1,600.0,27442-58-6,252.27,-0.3762856431840326
CC(C)=O,9800.0,67-64-1,58.09,-2.227124699216266
O=C(NC1=NC(=CS1)C1C=CC=CC=1)OCC(Cl)(Cl)Cl,550.0,71119-10-3,351.65,-0.19425206774481885
CC(=CC(=O)OC)OP(=O)(OC)OC,3.0,7786-34-7,224.17,1.8734562370976184
O=C1N2C=CC=CC2=NN1CCCN1CCN(CC1)C1=CC(Cl)=CC=C1,690.0,25332-39-2,371.91,-0.2684112348132613
COC1=CC=C2N=CC=C(C(O)C3CC4CCN3CC4C=C)C2=C1,620.0,130-89-2,324.46,-0.28123052565013673
CCOC(S)=S,1700.0,140-89-6,122.23,-1.1432711096171173
CC(C)(C)CC(C)(C)C1C=CC(=CC=1)NC1C=CC(=CC=1)C(C)(C)CC(C)(C)C,5000.0,15721-78-5,393.72,-1.1037825279023463
[O-][N+](=O)C1C=CC(O)=C(Cl)C=1,900.0,619-08-9,173.56,-0.7147928679821506
CCSCC,3415.0,352-93-2,90.21,-1.5781360251973715
CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OC(=O)CCC(O)=O,2450.0,7421-40-1,570.84,-0.6326516868970059
CC1CC(CC(C)(C)C1)C=O,4140.0,1845-38-1,154.28,-1.4286907109268947
CC1=CC(N)=CC=C1N,98.0,615-50-9,122.19,0.09580958911316526
CC1C=CN(N=1)C(=O)NCCCCNC(=O)N1C=CC(C)=N1,4600.0,147160-52-9,304.4,-1.1793131835830388
CC(C)CCCCCCO,2980.0,2430-22-0,144.29,-1.3149800306633512
NC(=S)NC1C=CC=CC=1,3.0,103-85-5,152.24,1.7054075205593016
CCO,17753.0,64-17-5,46.08,-2.5857592826579454
CC1=CC(=CC=C1)C(=O)Cl,3440.0,1711-06-4,154.6,-1.347348952989224
CCC(=O)OC(=O)CC,2360.0,123-62-6,130.16,-1.2584344630413042
CC(C)(O)C(=O)C1C=CC(=CC=1)OCCO,4082.0,106797-53-9,224.28,-1.2600824529535948
CC12OC1C1C=CCC(C)C(=O)C(C)(O)C=COC(=O)OC31C(C(CC1C=CC=CC=1)NC3=O)C2C,9.1,36011-19-5,495.62,1.7361074310374573
CN(OC)C(=O)C1C(Cl)=C(Cl)C(=C(Cl)C=1Cl)C(=O)OC,1170.0,14419-01-3,361.01,-0.5106666296890673
CC1C=CC(=CC=1C(C)CC)O/C(/O)=N/C,35.0,1020-35-5,221.33,0.8009722396692809
CC(C)NCC(O)C1C=C(O)C=C(O)C=1,3370.0,586-06-1,211.29,-1.202750957759345
ClC1C2OC3=C(C=CC=C3Cl)OC=2C(Cl)=C(Cl)C=1Cl,0.206,36088-22-9,356.4,3.2380704749956837
CN(CCO)CCCl,80.0,63905-05-5,137.63,0.23562312288406814
[O-][N+](=O)C1=CC(=C(Cl)C(=C1)[N+]([O-])=O)S(O)(=O)=O,1460.0,4515-30-4,282.63,-0.7131345972706435
CC(=O)CC(C1=C(O)C2=CC=CC=C2OC1=O)C1C=CC=CC=1,58.0,2610-86-8,308.35,0.7256159591993863
ClCCN1CC(CCC1)C(C1C=CC=CC=1)C1C=CC=CC=1,970.0,5766-48-3,313.9,-0.48998041856620245
CN1CSC(=S)N(C)C1,320.0,533-74-4,162.31,-0.29480470056988617
CC(CC)C1CCCCC1=O,2400.0,14765-30-1,154.28,-1.1919016115176018
CN(C)P(=S)(Cl)N1C=NC=C1,0.75,22850-19-7,209.66,2.4464543180688327
OC1(C2=CC=CC=C2C2=NCCN12)C1=CC(Cl)=C(Cl)C=C1,353.0,23915-26-6,319.2,-0.043711822709130786
CCOC(=O)C1C(C)=CC2N=C(COC(=O)NC)N(C3=CC=CC=C3Cl)C(=O)C=2C=1C,2500.0,82163-55-1,443.92,-0.7506352968659282
OP(O)C1C=CC=CC=1,1345.0,1779-48-2,142.1,-0.976128206410957
COCCOCCOCCOC(C)=O,11000.0,3610-27-3,206.27,-1.7269566165736865
O=C1CCCCCO1,4290.0,502-44-3,114.16,-1.5749433320781336
[O-][N+](=O)C(CO)(CO)CO,1900.0,126-11-4,151.14,-1.0993741830710724
CCCC(=O)OC1=C(OC(=O)CCC)C(=O)OC1=O,15000.0,132-82-1,270.26,-1.7443094866265572
O=S(=O)(OC1C=CC(Cl)=CC=1Cl)C1C=CC=CC=1,1000.0,97-16-5,303.17,-0.5183137762559008
CCOCCCOC(=O)C=C,820.0,64050-15-3,158.22,-0.7145524722066388
CCOC1C=CC(=CC=1)NC(N)=O,3200.0,150-69-6,180.23,-1.2493228956166715
CC(C)(C)OC(=O)N1CC(=O)C1,2500.0,398489-26-4,171.22,-1.1643855159575143
CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,10837.0,109-16-0,286.36,-1.5779967196219518
CCCCCCCO,3250.0,111-70-6,116.23,-1.4465651231751373
FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F,800.0,375-34-8,303.84,-0.4204450395990013
COC1C=CC(=CC=1Cl)[N+]([O-])=O,1180.0,4920-79-0,187.59,-0.7986723239057945
ClC(Cl)=C(C1C=CC(Cl)=CC=1)C1C=CC(Cl)=CC=1,880.0,72-55-9,318.02,-0.44202823890627585
OC(=O)C1C=CC=CC=1,9274.0,4337-66-0,122.13,-1.8804447344607238
CC1=CC(O)=CC=C1S(C)=O,3500.0,14143-28-3,170.25,-1.3129809237654528
OC12CCC(=O)C3OC4C5=C(CC1N(CC1CC1)CCC253)C=CC=4O,1450.0,16590-41-3,341.44,-0.628053604490599
NC1=CC2N=C(SC=2C=C1)C1C=CC=CC=1,2940.0,43087-91-8,226.32,-1.1136243959632228
CC1N=COC=1C#N,735.0,1003-52-7,108.11,-0.8324214717362948
CCOC(=O)C(C)N(C1=CC(Cl)=C(Cl)C=C1)C(=O)C1C=CC=CC=1,1550.0,22212-55-1,366.26,-0.6265422071001918
CC(C)(C)OOC1(CCCCC1)OOC(C)(C)C,16653.0,3006-86-8,260.42,-1.8058181474852626
C[N+](C)(CC1C=CC(CC)=CC=1)CCCCCCCCCCCC,700.0,37335-68-5,332.66,-0.32309745682998725
CN1C2=CC=CC=C2SC2C=CC(CC(O)=O)=CC1=2,495.0,13993-65-2,271.36,-0.2610593683569489
COC(=O)C1=CC(=CC=C1)C(=O)OC,4390.0,1459-93-4,194.2,-1.3542152946701353
C(NC1=NCCS1)C1CCCCC1,50.0,72239-35-1,198.37,0.5985059889881927
CC(CCC1C=CC=CC=1)NCC(O)C1=CC(=C(O)C=C1)C(N)=O,2114.0,32780-64-6,328.45,-0.8086357167676304
CC1=CN(C2C=CC(CO)O2)C(=O)NC1=O,4000.0,3056-17-5,224.24,-1.2513469065757326
CC1NN=C(Cl)C=1[N+]([O-])=O,350.0,6814-58-0,161.56,-0.335734199852325
CN1C(=O)N(CC(C)=C)C(=N)CC1=O,1560.0,550-28-7,195.25,-0.9025335558051237
CCC(=C(C1C=CC=CC=1)C1C=CC(=CC=1)OCCN(C)C)C1C=CC=CC=1,1190.0,54965-24-1,371.56,-0.505518007185876
CC1C=C(C)N=C(N=1)N=NC(C)C1C=CC=CC=1C,525.0,89269-64-7,254.37,-0.3146934134214323
CC=CCC(C(O)=O)C1C=CC(=CC=1)C1C=CC=CC=1,1000.0,964-82-9,266.36,-0.574530993779493
[O-][N+](=O)OCCOCCOCCO[N+]([O-])=O,1000.0,111-22-8,240.2,-0.6194269969331128
CC(C)C(Br)C(=O)OCC(Cl)(Cl)Cl,1500.0,64047-48-9,312.42,-0.6813524309963452
O=C=NC1=CC=CC=C1C(F)(F)F,7000.0,12/3/2285,187.13,-1.5729546224232067
O=S(=O)(F)C1CC(CC1)S(=O)(=O)F,7.9,35944-73-1,234.27,1.4720895862581191
CCCCCCC(C)=O,3089.0,111-13-7,128.24,-1.3817943989553623
CN(C)C(=S)N(C)C,920.0,2782-91-4,132.26,-0.8423593089775925
COCCOC(=O)CCCCCCCC=CCCCCCCCC,11210.0,111-10-4,340.61,-1.5173482182899822
CCOC(=O)NS(=O)(=O)C1C=CC(Cl)=CC=1,380.0,13945-53-4,263.72,-0.158640529545145
CC1N=C(SC=1C(=O)NCCC)C1=CC(OC)=C(OC)C(=C1)OC,5600.0,82875-37-4,350.48,-1.2035247868360814
CN1C=NC(=C1SC1=NC=NC2N=CNC=21)[N+]([O-])=O,535.0,446-86-6,277.3,-0.28540391244336677
CCCCN(CCCC)C(=O)SCC1C=CC=CC=1,5600.0,51861-34-8,279.49,-1.3018217533258414
NC1N=CN=C2NN=CC2=1,141.0,2380-63-4,135.15,-0.018403062620635707
ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl,435.0,2176-62-7,251.31,-0.23827948679257566
OC1=CC=CC=C1S(O)(=O)=O,1900.0,1333-39-7,174.19,-1.0377303817936863
CNNC,100.0,540-73-8,60.12,-0.22098102808512943
CC(=O)OC(C)(C)CCCC(=C)C=C,6300.0,1118-39-4,196.32,-1.5063760040706526
CCCN(CCC)C(=O)CN(CC)P(=S)(OCC)OCC,2081.0,105084-66-0,338.51,-0.788700577410049
OC(=O)CN(CC(O)=O)CCN(CC(O)=O)CC(O)=O,5000.0,73637-20-4,292.28,-1.2331709056628393
[O-][N+](=O)C1=CC=C(Cl)C=C1Cl,990.0,611-06-3,192.0,-0.7123339658940003
O=C1CN2CCOC2(C2=CC=CC=C2F)C2C=C(Br)C=CC=2N1,2858.0,59128-97-1,377.23,-0.8794560008446692
CN(C)CCO,1182.7,108-01-0,89.16,-1.1227045370027886
CN1C2C=CC(=CC=2C(=NCC1=O)C1=CC=CC=C1F)[N+]([O-])=O,415.0,1622-62-4,313.31,-0.12207384011474497
CC1C=C(C=CC=1O)C1(C(=O)NC2C=CC=CC1=2)C1C=C(C)C(O)=CC=1,520.0,47465-97-4,345.42,-0.17765586379602152
CCOP(=O)(OC(C1C=CC(Cl)=CC=1Cl)=C(Br)Br)OCC,78.1,42136-31-2,482.92,0.791224158082942
NC=O,5577.0,75-12-7,45.05,-2.0927058491764794
COC(=O)C=CC(=O)OC,2240.0,624-49-7,144.14,-1.1914635006107395
CC1=CC(N)=CC(C)=C1,710.0,108-69-0,121.2,-0.7677557288888079
